"sourceUrl","country","priceMax","isSeed","city","price","description","currency","categoryCode","sourceName","title","status","id","created_date","updated_date","created_by_id","is_sample"
"https://youdo.com","RU","50000","true","Краснодар","10000","Разработка проекта озеленения участка, подбор растений и планировка территории. Качественная визуализация в 3D.","RUB","ЛАН","Юду","Ландшафтный дизайн и проектирование участка","ACTIVE","6a80e48d9316c4e0a468570f","2026-08-15T22:13:33.441000","2026-08-15T22:13:33.441000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://www.avito.ru","RU","35000","true","Воронеж","15000","Создам сайт-визитку или интернет-магазин с адаптивным дизайном и настройкой SEO. Быстрые сроки выполнения.","RUB","САЙ","Авито","Разработка сайта на WordPress под ключ","ACTIVE","6a80e48d9316c4e0a4685710","2026-08-15T22:13:33.441000","2026-08-15T22:13:33.441000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://yandex.ru/uslugi","RU","3000","true","Самара","1500","Оперативная помощь на дороге, замена колес, ремонт проколов и балансировка с выездом к вашему автомобилю.","RUB","АВТ","Яндекс Услуги","Выездной шиномонтаж 24/7","ACTIVE","6a80e48d9316c4e0a4685711","2026-08-15T22:13:33.441000","2026-08-15T22:13:33.441000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://profi.ru","RU","2500","true","Ростов-на-Дону","1200","Профессиональный уход за шерстью вашего питомца. Купание, стрижка когтей, экспресс-линька для всех пород.","RUB","ПЕТ","Профи.ру","Стрижка собак и груминг","ACTIVE","6a80e48d9316c4e0a4685712","2026-08-15T22:13:33.441000","2026-08-15T22:13:33.441000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://www.avito.ru","RU","800","true","Челябинск","400","Бригада крепких грузчиков поможет с погрузкой мебели, техники и личных вещей. Бережное отношение к имуществу.","RUB","ГРУ","Авито","Услуги грузчиков для переезда","ACTIVE","6a80e48d9316c4e0a4685713","2026-08-15T22:13:33.441000","2026-08-15T22:13:33.441000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://youdo.com","RU","1200","true","Омск","600","Индивидуальные занятия для детей и взрослых. Устранение пробелов в знаниях, подготовка к экзаменам и разговорная практика.","RUB","ЯЗК","Юду","Репетитор по английскому языку","ACTIVE","6a80e48d9316c4e0a4685714","2026-08-15T22:13:33.441000","2026-08-15T22:13:33.441000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://m.avito.ru/moskva/predlozheniya_uslug?q=%D1%80%D0%B5%D0%BF%D0%B5%D1%82%D0%B8%D1%82%D0%BE%D1%80+%D0%BF%D0%BE+%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B5","RU","1300","true","Москва","1000","Подготовка к экзаменам для учеников 5–11 классов, восполнение пробелов в школьной программе. Занятия проводятся индивидуально в онлайн-формате или на дому.","RUB","РЕП","Авито","Репетитор по математике (ОГЭ, ЕГЭ)","ACTIVE","6a80e40d94673fa2da571fc4","2026-08-15T22:11:25.308000","2026-08-15T22:11:25.308000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://uslugio.org/novosibirsk/23/38/yuristy","RU","100000","true","Новосибирск","","Полное юридическое сопровождение процедуры банкротства, списание долгов и защита от коллекторов. Бесплатная первичная консультация опытного судебного юриста.","RUB","ЮРД","Услугио","Банкротство физических лиц под ключ","ACTIVE","6a80e40d94673fa2da571fc5","2026-08-15T22:11:25.308000","2026-08-15T22:11:25.308000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://uslugio.org/novosibirsk/23/55/konsultaciya","RU","5000","true","Новосибирск","390","Профессиональная настройка ПО, сборка ПК на заказ и ремонт комплектующих с гарантией. Выезд мастера на дом и консультация по любым вопросам.","RUB","КОМ","Услугио","Ремонт компьютеров и ноутбуков","ACTIVE","6a80e40d94673fa2da571fc6","2026-08-15T22:11:25.308000","2026-08-15T22:11:25.308000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://uslugio.org/novosibirsk/23/55/konsultaciya","RU","50000","true","Новосибирск","5000","Выполнение кровельных работ любой сложности, установка снегозадержателей и монтаж водосточных систем. Предоставляем полную документацию и консультации специалистов.","RUB","СТР","Услугио","Капитальный ремонт крыши и монтаж кровли","ACTIVE","6a80e40d94673fa2da571fc7","2026-08-15T22:11:25.308000","2026-08-15T22:11:25.308000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://uslugio.org/ekaterinburg/16/fotograf","RU","8000","true","Екатеринбург","1500","Проведение художественной, детской и портретной фотосъемки в студии или на улице. Обработка фотографий в профессиональных редакторах включена в стоимость.","RUB","ФОТ","Услугио","Профессиональная фотосессия","ACTIVE","6a80e40d94673fa2da571fc8","2026-08-15T22:11:25.308000","2026-08-15T22:11:25.308000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://uslugio.org/ekaterinburg/23/55/rezyume","RU","15000","true","Екатеринбург","2900","Создание профессионального имиджа для резюме или корпоративного сайта. Возможен выезд фотографа со студийным оборудованием в ваш офис.","RUB","ФОТ","Услугио","Деловой портрет и бизнес-фотосессия","ACTIVE","6a80e40d94673fa2da571fc9","2026-08-15T22:11:25.308000","2026-08-15T22:11:25.308000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://magnet.su/photoagency/ceny/","RU","25000","true","Екатеринбург","15000","Качественная съемка квартир, офисов и коммерческих объектов для объявлений о продаже или аренде. Работа с профессиональным светом и широкоугольной оптикой.","RUB","ФОТ","Фотоагентство MAGNET","Интерьерная фотосъемка недвижимости","ACTIVE","6a80e40d94673fa2da571fca","2026-08-15T22:11:25.308000","2026-08-15T22:11:25.308000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"https://uchilkin.ru/moscow/repetitors/matematika","RU","2500","true","Москва","1500","Помощь в освоении школьной программы, подготовка к контрольным работам и ВПР. Опытный преподаватель со стажем более 35 лет, выезд по всему городу.","RUB","РЕП","Училкин","Репетитор по математике (3–11 классы)","ACTIVE","6a80e40d94673fa2da571fcb","2026-08-15T22:11:25.308000","2026-08-15T22:11:25.308000","service_c774a623-5385-460a-922c-178e81fe89a5","false"
"","RU","8000","true","Санкт-Петербург","6000","Грузчики + машина, аккуратно.","RUB","ПЕР","HandyMarket","Переезд 1-комн квартиры","ACTIVE","6a80e36ea82079d0c8af273c","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","BY","","true","Минск","45","Выезд за 1 час.","BYN","САН","Worklist","Прочистка канализации","ACTIVE","6a80e36ea82079d0c8af273d","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","BY","","true","Минск","25","Любое количество.","BYN","ЭЛЕ","LocalAds","Установка розеток","ACTIVE","6a80e36ea82079d0c8af273e","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","BY","200","true","Минск","120","После ремонта.","BYN","КЛИ","Объявления.ру","Уборка офиса","ACTIVE","6a80e36ea82079d0c8af273f","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","PL","","true","Warszawa","350","Profesjonalny montaż mebli kuchennych.","PLN","МЕБ","ServiceFinder","Montaż kuchni","ACTIVE","6a80e36ea82079d0c8af2740","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","PL","","true","Warszawa","80","Szybko i bezpiecznie.","PLN","ЭЛЕ","LocalAds","Wymiana gniazdek","ACTIVE","6a80e36ea82079d0c8af2741","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","PL","900","true","Warszawa","600","Kompleksowo, z materiałem.","PLN","РЕМ","Worklist","Malowanie pokoju","ACTIVE","6a80e36ea82079d0c8af2742","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","PL","","true","Kraków","200","Komplet, wyważenie w cenie.","PLN","АВТ","HandyMarket","Wymiana opon","ACTIVE","6a80e36ea82079d0c8af2743","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","PL","","true","Kraków","90","Strzyżenie + modelowanie.","PLN","КРА","Объявления.ру","Fryzura damska","ACTIVE","6a80e36ea82079d0c8af2744","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","PL","700","true","Kraków","500","Transport + tragarze.","PLN","ПЕР","ServiceFinder","Przeprowadzka","ACTIVE","6a80e36ea82079d0c8af2745","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","UA","","true","Київ","500","Виїзд додому.","UAH","САН","LocalAds","Встановлення змішувача","ACTIVE","6a80e36ea82079d0c8af2746","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","UA","15000","true","Київ","8000","Під ключ, чорно-біло.","UAH","РЕМ","Worklist","Ремонт кімнати","ACTIVE","6a80e36ea82079d0c8af2747","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","UA","","true","Київ","600","Антистрес, виїзд.","UAH","МАС","Объявления.ру","Масаж спини","ACTIVE","6a80e36ea82079d0c8af2748","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","KZ","","true","Алматы","8000","Будь-яка марка.","KZT","БТХ","HandyMarket","Ремонт холодильника","ACTIVE","6a80e36ea82079d0c8af2749","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","KZ","","true","Алматы","5000","Под ключ, всё моющее своё.","KZT","КЛИ","Worklist","Уборка квартиры","ACTIVE","6a80e36ea82079d0c8af274a","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","DE","","true","Berlin","90","Schnelle Hilfe bei Verstopfung.","EUR","САН","ServiceFinder","Rohrreinigung","ACTIVE","6a80e36ea82079d0c8af274b","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","DE","","true","Berlin","120","Aufbau aller Möbelarten.","EUR","МЕБ","LocalAds","Möbelmontage","ACTIVE","6a80e36ea82079d0c8af274c","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","DE","","true","Berlin","45","Schnitt und Styling.","EUR","КРА","Worklist","Haarschnitt","ACTIVE","6a80e36ea82079d0c8af274d","2026-08-15T22:08:46.346000","2026-08-15T22:08:46.346000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","RU","150000","true","Москва","80000","Демонтаж, плитка, сантехника. Опыт 10 лет.","RUB","РЕМ","Объявления.ру","Ремонт ванной под ключ","ACTIVE","6a80e36ea82079d0c8af2734","2026-08-15T22:08:46.345000","2026-08-15T22:08:46.345000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","RU","","true","Москва","3000","Быстро, аккуратно, с гарантией.","RUB","САН","Worklist","Установка унитаза","ACTIVE","6a80e36ea82079d0c8af2735","2026-08-15T22:08:46.345000","2026-08-15T22:08:46.345000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","RU","","true","Москва","6000","Качественно, по проекту.","RUB","ЭЛЕ","ServiceFinder","Замена проводки в комнате","ACTIVE","6a80e36ea82079d0c8af2736","2026-08-15T22:08:46.345000","2026-08-15T22:08:46.345000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","RU","","true","Москва","4000","Всё моющие средства свои.","RUB","КЛИ","LocalAds","Генеральная уборка квартиры","ACTIVE","6a80e36ea82079d0c8af2737","2026-08-15T22:08:46.345000","2026-08-15T22:08:46.345000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","RU","","true","Москва","2500","Выезд, инструмент есть.","RUB","МЕБ","HandyMarket","Сборка шкафа-купе","ACTIVE","6a80e36ea82079d0c8af2738","2026-08-15T22:08:46.345000","2026-08-15T22:08:46.345000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","RU","","true","Москва","2000","Выезд по городу, диагностика бесплатно.","RUB","БТХ","Объявления.ру","Ремонт стиральной машины","ACTIVE","6a80e36ea82079d0c8af2739","2026-08-15T22:08:46.345000","2026-08-15T22:08:46.345000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","RU","","true","Санкт-Петербург","6000","Обои и клей — ваши.","RUB","ОТД","Worklist","Поклейка обоев 30м²","ACTIVE","6a80e36ea82079d0c8af273a","2026-08-15T22:08:46.345000","2026-08-15T22:08:46.345000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
"","RU","","true","Санкт-Петербург","1200","Стрижка + укладка дома.","RUB","КРА","LocalAds","Женская стрижка","ACTIVE","6a80e36ea82079d0c8af273b","2026-08-15T22:08:46.345000","2026-08-15T22:08:46.345000","service_ccd1751b-8f1e-4515-b636-dcb801657a49","false"
